CustomerID,Recency,Frequency,Monetary,Total_Quantity,Unique_Products,Avg_Order_Value
12410,309,2,693.3299999999999,211,26,346.66499999999996
12412,75,3,1226.88,829,43,408.96000000000004
12413,67,3,758.1,286,29,252.70000000000002
12414,217,3,562.41,300,16,187.47
12415,24,21,124914.53,77374,444,5948.310952380953
12417,3,9,3649.1,1552,158,405.4555555555555
12418,113,1,668.58,407,34,668.58
12420,64,1,600.39,345,29,600.39
12421,16,4,807.04,484,32,201.76
12422,96,3,803.5600000000001,370,39,267.85333333333335
12423,1,8,1859.31,1339,97,232.41375
12424,163,2,1760.96,740,30,880.48
12425,78,1,777.2,496,36,777.2
12426,195,1,582.73,258,30,582.73
12427,22,3,825.8,533,26,275.26666666666665
12428,26,9,7956.46,3536,258,884.0511111111111
12429,9,4,3750.4,1557,82,937.6
12430,43,1,256.4,117,11,256.4
12431,36,15,6487.45,2906,163,432.49666666666667
12432,43,5,5059.32,1801,107,1011.8639999999999
12433,1,7,13375.87,11071,219,1910.8385714285716
12434,85,2,806.14,394,46,403.07
12435,80,2,7829.89,2055,31,3914.945
12436,100,1,509.01,211,16,509.01
12437,2,18,4951.41,2922,118,275.0783333333333
12438,14,2,2906.85,1180,84,1453.425
12441,367,1,173.55,121,11,173.55
12442,3,1,172.06,182,12,172.06
12444,21,5,5005.46,1153,138,1001.092
12445,22,1,133.4,62,4,133.4
12446,58,1,1002.3100000000001,351,57,1002.3100000000001
12447,243,1,476.49,190,26,476.49
12448,44,1,449.45,243,22,449.45
12449,22,4,4067.29,1553,118,1016.8225
12450,156,2,197.88,128,7,98.94
12451,11,5,9035.52,6575,265,1807.104
12452,17,2,430.57,185,21,215.285
12453,134,1,707.09,473,43,707.09
12454,56,1,3528.34,1006,15,3528.34
12455,73,6,2466.86,2089,85,411.1433333333334
12456,44,3,3181.04,1633,105,1060.3466666666666
12457,66,7,2363.23,843,53,337.6042857142857
12458,71,2,947.4,506,35,473.7
12461,94,2,826.88,287,35,413.44
12462,19,2,1189.59,536,51,594.795
12463,53,4,1344.78,776,65,336.195
12464,10,8,1212.05,112,6,151.50625
12465,17,2,742.1899999999999,479,46,371.09499999999997
12468,188,2,729.5400000000001,366,36,364.77000000000004
12471,2,30,19824.05,8212,150,660.8016666666666
12472,32,7,6572.11,4148,219,938.8728571428571
12473,29,5,3938.5499999999997,2439,140,787.7099999999999
12474,17,18,7375.79,4847,253,409.7661111111111
12475,54,1,723.38,535,36,723.38
12476,16,11,6816.42,2408,177,619.6745454545454
12477,23,6,13219.74,3653,191,2203.29
12478,4,1,680.99,236,36,680.99
12479,11,1,527.2,385,31,527.2
12480,28,4,3281.63,1707,129,820.4075
12481,23,10,5596.32,3304,150,559.632
12483,17,8,2484.98,1110,46,310.6225
12484,33,6,4541.72,2191,256,756.9533333333334
12488,10,3,1298.66,529,46,432.8866666666667
12489,336,1,334.93,105,15,334.93
12490,5,10,5417.93,3064,131,541.793
12491,39,1,460.40000000000003,260,25,460.40000000000003
12492,63,2,263.21000000000004,192,19,131.60500000000002
12493,166,2,433.74,207,20,216.87
12494,16,7,1246.1000000000001,707,63,178.01428571428573
12497,82,1,1043.1,1236,14,1043.1
12498,21,3,403.70000000000005,159,21,134.5666666666667
12500,23,11,4257.82,2678,34,387.07454545454544
12501,337,1,2169.39,1783,149,2169.39
12502,96,5,3723.87,820,102,744.774
12504,18,2,482.04999999999995,90,6,241.02499999999998
12506,233,1,73.5,23,23,73.5
12507,134,3,1304.81,894,19,434.93666666666667
12508,26,2,398.27,272,57,199.135
12509,284,1,176.5,55,7,176.5
12510,143,2,982.5699999999999,353,29,491.28499999999997
12512,66,2,138.03,99,31,69.015
12513,113,1,612.29,462,35,612.29
12514,267,1,1017.68,440,51,1017.68
12515,353,1,383.7,131,16,383.7
12516,78,2,1312.06,875,20,656.03
12517,28,5,2502.84,1371,232,500.56800000000004
12518,1,5,2056.89,1318,84,411.378
12519,64,1,340.84,183,17,340.84
12520,79,5,2634.26,1439,121,526.8520000000001
12521,143,1,599.68,309,38,599.68
12522,39,2,192.72,194,11,96.36
12523,19,11,1789.77,865,84,162.70636363636365
12524,9,8,4485.72,3699,113,560.715
12526,1,3,1316.66,632,64,438.8866666666667
12527,82,3,348.71000000000004,234,18,116.23666666666668
12528,9,6,1933.48,756,50,322.24666666666667
12530,60,4,1662.28,913,51,415.57
12531,15,1,125.22,45,17,125.22
12532,30,1,349.83000000000004,153,16,349.83000000000004
12534,131,1,1089.18,651,63,1089.18
12535,92,2,716.35,219,28,358.175
12536,43,3,12601.830000000002,2803,260,4200.610000000001
12538,29,1,363.95,191,21,363.95
12539,22,4,5568.35,2067,157,1392.0875
12540,20,17,13400.24,6685,277,788.2494117647059
12541,30,3,981.18,680,46,327.06
12544,36,1,372.7,136,19,372.7
12545,75,2,1000.39,523,42,500.195
12546,47,2,1161.5,633,59,580.75
12547,198,2,207.79999999999998,134,7,103.89999999999999
12548,166,1,95.19999999999999,49,5,95.19999999999999
12550,79,1,964.83,569,57,964.83
12551,358,1,168.0,100,10,168.0
12552,39,2,437.82,88,20,218.91
12553,8,10,3692.28,1965,95,369.228
12556,50,2,603.71,358,100,301.855
12557,16,5,11990.960000000001,4384,15,2398.192
12558,8,1,269.96,196,11,269.96
12559,311,2,561.71,283,21,280.855
12560,5,3,2134.01,1110,91,711.3366666666667
12561,303,1,238.85,177,16,238.85
12562,8,7,3781.7400000000002,1779,99,540.2485714285715
12564,261,1,456.9,133,21,456.9
12565,289,1,145.92,80,9,145.92
12566,86,1,351.65,265,19,351.65
12567,23,10,9401.28,4305,323,940.128
12569,2,32,4124.69,1801,92,128.8965625
12571,40,2,519.61,523,31,259.805
12572,9,2,1020.42,452,53,510.21
12573,227,1,160.54000000000002,84,26,160.54000000000002
12574,316,1,218.45,61,11,218.45
12576,36,5,1315.83,967,72,263.166
12577,35,3,657.8,472,137,219.26666666666665
12578,21,2,2794.51,1196,111,1397.255
12579,78,1,440.42,285,29,440.42
12580,247,1,415.7,238,24,415.7
12581,40,1,197.71,161,15,197.71
12582,239,2,511.36,300,21,255.68
12583,3,15,7281.38,5060,115,485.42533333333336
12584,4,9,2338.15,416,44,259.7944444444445
12585,234,2,2040.1,1279,77,1020.05
12586,17,1,196.94000000000003,79,11,196.94000000000003
12587,8,1,144.0,51,4,144.0
12588,39,1,214.89999999999998,53,10,214.89999999999998
12589,29,2,646.68,306,29,323.34
12590,211,2,9864.26,4283,68,4932.13
12591,317,1,452.84999999999997,228,26,452.84999999999997
12592,92,2,437.6,290,11,218.8
12593,109,3,418.09999999999997,206,14,139.36666666666665
12594,38,10,3338.2200000000003,1777,50,333.822
12596,51,2,618.27,474,25,309.135
12597,19,4,3811.22,2236,184,952.805
12598,10,8,3023.08,1964,84,377.885
12599,29,7,1032.58,956,32,147.51142857142855
12600,29,10,2599.04,774,32,259.904
12601,190,5,577.0600000000001,245,21,115.412
12602,59,1,153.12,162,12,153.12
12603,22,1,739.1999999999999,63,2,739.1999999999999
12604,79,2,254.18,201,15,127.09
12607,60,1,1579.51,1228,101,1579.51
12609,78,3,1126.85,648,57,375.6166666666666
12610,23,5,2099.54,1049,85,419.908
12611,52,1,1193.32,846,65,1193.32
12612,74,1,704.0400000000001,262,19,704.0400000000001
12613,57,5,3344.38,1644,124,668.876
12614,278,1,315.6,76,20,315.6
12615,2,4,2291.19,1376,82,572.7975
12616,95,2,713.3,284,25,356.65
12617,29,1,355.53,213,39,355.53
12618,22,1,177.31,96,11,177.31
12619,16,9,3641.24,3378,50,404.5822222222222
12620,15,3,1339.41,1181,89,446.47
12621,2,20,13689.67,7440,261,684.4835
12622,232,1,180.1,69,11,180.1
12623,276,1,305.1,191,18,305.1
12624,106,2,641.13,355,36,320.565
12625,212,2,2683.82,1612,73,1341.91
12626,23,9,6620.48,3453,232,735.6088888888888
12627,11,7,4478.53,2752,162,639.79
12628,4,3,786.46,448,34,262.15333333333336
12630,10,2,1270.88,548,60,635.44
12631,57,1,640.5,236,31,640.5
12633,59,4,2163.98,1162,73,540.995
12635,90,2,1689.18,1172,96,844.59
12637,67,8,6021.9,3002,205,752.7375
12638,33,1,671.69,577,39,671.69
12639,239,1,486.1,201,22,486.1
12640,24,3,1174.58,311,47,391.52666666666664
12641,115,1,185.9,72,10,185.9
12642,25,3,1013.26,552,39,337.75333333333333
12643,128,6,3344.64,1808,11,557.4399999999999
12644,130,1,477.91,325,31,477.91
12645,34,4,1775.18,1084,58,443.795
12646,5,2,1346.97,897,43,673.485
12647,22,12,3722.82,1431,78,310.235
12648,155,1,318.05,160,21,318.05
12649,107,3,623.51,586,28,207.83666666666667
12650,3,1,314.44,254,20,314.44
12651,335,1,114.0,78,9,114.0
12652,331,1,919.98,505,48,919.98
12653,149,2,2209.85,919,37,1104.925
12654,11,5,601.98,264,31,120.396
12656,17,5,4051.17,1723,89,810.234
12657,11,4,1643.18,1044,35,410.795
12658,19,1,686.05,320,36,686.05
12659,30,1,91.68,105,5,91.68
12660,11,1,245.1,127,13,245.1
12662,1,11,3849.78,2058,129,349.98
12664,8,9,4881.88,1203,10,542.4311111111111
12665,325,1,63.0,37,3,63.0
12667,58,1,620.13,395,33,620.13
12668,12,4,3807.15,1634,115,951.7875
12669,151,3,2744.0299999999997,1115,98,914.6766666666666
12670,10,5,2996.05,1397,58,599.21
12672,330,1,225.89999999999998,78,10,225.89999999999998
12673,5,2,610.52,351,42,305.26
12674,39,4,1970.6,1133,52,492.65
12676,25,6,1331.39,670,33,221.89833333333334
12678,42,12,17628.46,10923,105,1469.0383333333332
12679,59,4,1113.02,554,43,278.255
12680,1,4,862.81,443,33,215.7025
12681,15,22,13787.54,7536,267,626.7063636363637
12682,4,31,12288.22,5575,209,396.3941935483871
12683,4,15,8476.57,4987,177,565.1046666666666
12684,8,7,2283.63,1985,61,326.23285714285714
12685,28,6,2863.08,1523,117,477.18
12686,372,1,89.14,107,7,89.14
12688,114,1,4873.8099999999995,3028,171,4873.8099999999995
12689,26,2,1247.61,628,57,623.805
12690,206,1,389.01,106,16,389.01
12691,28,6,1035.8,394,21,172.63333333333333
12693,127,4,855.91,255,35,213.9775
12694,70,2,869.67,509,32,434.835
12695,7,4,582.1,220,23,145.525
12697,29,3,957.59,508,37,319.19666666666666
12700,8,4,4939.99,2967,193,1234.9975
12701,80,2,797.71,678,50,398.855
12702,20,1,219.0,53,12,219.0
12703,71,1,283.55,164,21,283.55
12704,7,8,2340.84,1006,64,292.605
12705,15,9,6868.29,3997,228,763.1433333333333
12707,292,1,603.42,256,33,603.42
12708,30,10,2712.91,1307,86,271.291
12709,15,15,9736.52,3936,93,649.1013333333334
12710,97,3,1149.02,851,75,383.00666666666666
12712,29,13,4396.13,1062,58,338.1638461538462
12713,1,1,848.55,508,38,848.55
12714,9,5,4708.86,3069,216,941.7719999999999
12715,106,1,353.86,197,20,353.86
12716,4,2,1053.49,708,60,526.745
12717,151,2,1030.98,506,49,515.49
12718,71,1,238.25,203,19,238.25
12719,5,2,644.95,374,34,322.475
12720,3,25,5781.73,4672,211,231.26919999999998
12721,32,6,2656.13,1959,133,442.68833333333333
12722,85,4,997.63,566,50,249.4075
12723,4,5,725.07,434,53,145.014
12724,5,4,1031.41,445,47,257.8525
12725,371,1,427.8,164,24,427.8
12726,28,7,2609.1,3143,57,372.7285714285714
12727,11,7,3980.7,2098,109,568.6714285714286
12728,71,4,836.33,419,38,209.0825
12729,114,1,453.01,233,26,453.01
12731,24,12,18895.91,8437,109,1574.6591666666666
12732,180,1,236.26000000000002,111,12,236.26000000000002
12733,234,1,383.95,137,22,383.95
12734,353,1,110.39999999999999,88,4,110.39999999999999
12735,315,2,779.5699999999999,368,38,389.78499999999997
12736,333,1,234.0,173,4,234.0
12738,372,1,155.35,148,11,155.35
12739,78,2,1013.04,486,38,506.52
12740,64,1,427.6,342,27,427.6
12743,134,2,546.43,319,114,273.215
12744,52,7,21279.29,5241,178,3039.8985714285714
12747,2,11,4196.01,1275,42,381.4554545454546
12748,1,209,33719.73,25747,1768,161.3384210526316
12749,4,5,4090.88,1471,160,818.176
12750,129,1,275.88,137,15,275.88
12752,81,1,4366.78,2262,53,4366.78
12753,23,6,21429.39,11421,132,3571.565
12754,236,3,3010.74,6481,49,1003.5799999999999
12755,281,2,3811.95,1491,4,1905.975
12756,87,1,112.07999999999998,144,4,112.07999999999998
12757,16,13,7857.1,2402,237,604.3923076923077
12758,117,2,2791.59,2135,84,1395.795
12759,52,3,1531.44,902,81,510.48
12762,8,2,1898.52,1227,62,949.26
12763,138,2,494.08,316,16,247.04
12764,317,1,1693.88,386,45,1693.88
12766,4,7,6989.63,3646,205,998.5185714285715
12769,239,1,1143.6,356,32,1143.6
12770,211,1,1351.45,743,12,1351.45
12772,60,1,892.47,556,55,892.47
12775,17,5,1386.04,877,47,277.20799999999997
12778,20,6,822.23,825,40,137.03833333333333
12779,38,8,3981.36,2024,88,497.67
12781,64,2,826.74,671,25,413.37
12782,5,5,2330.92,1086,81,466.184
12783,2,6,2225.91,624,76,370.98499999999996
12784,9,2,574.42,300,54,287.21
12785,364,1,311.95,131,14,311.95
12787,10,3,463.66,261,17,154.55333333333334
12789,65,1,91.85,4,4,91.85
12790,192,1,324.92,166,21,324.92
12791,374,1,192.60000000000002,97,2,192.60000000000002
12792,257,1,400.53999999999996,217,25,400.53999999999996
12793,335,2,545.48,295,21,272.74
12794,53,2,860.41,592,43,430.205
12795,19,1,430.48,68,14,430.48
12797,366,1,254.03,118,13,254.03
12798,10,3,6977.04,5256,6,2325.68
12802,187,1,427.58,314,25,427.58
12808,37,3,483.65000000000003,188,27,161.21666666666667
12809,178,1,489.31,220,25,489.31
12811,261,3,514.85,230,27,171.61666666666667
12812,45,1,229.64000000000001,164,15,229.64000000000001
12814,102,1,125.92,49,2,125.92
12815,148,2,1063.46,379,38,531.73
12816,96,2,572.2,128,27,286.1
12817,281,1,166.04,53,4,166.04
12818,262,1,1542.08,929,14,1542.08
12820,3,4,942.34,722,55,235.585
12821,214,1,92.72,70,6,92.72
12822,71,2,948.88,550,41,474.44
12823,75,5,1759.5,230,1,351.9
12824,60,1,397.12,232,25,397.12
12826,3,7,1474.72,1058,58,210.67428571428573
12827,6,3,430.15000000000003,197,19,143.38333333333335
12828,3,6,1018.71,494,46,169.785
12829,337,2,293.0,376,9,146.5
12830,38,6,6814.64,9848,13,1135.7733333333333
12831,262,1,215.05,135,9,215.05
12832,32,2,383.03,195,27,191.515
12833,145,1,417.38,156,24,417.38
12834,283,1,312.38,110,18,312.38
12836,59,4,2612.86,1064,148,653.215
12837,173,1,134.1,24,12,134.1
12838,34,2,683.13,359,115,341.565
12839,3,14,5591.42,3807,95,399.38714285714286
12840,144,4,2726.77,1511,67,681.6925
12841,5,25,4022.35,2757,229,160.894
12842,70,2,1118.99,547,34,559.495
12843,66,8,1702.26,781,69,212.7825
12844,29,2,325.96000000000004,125,47,162.98000000000002
12845,267,4,354.09,204,26,88.5225
12847,22,1,871.54,909,72,871.54
12849,31,2,1050.8899999999999,623,47,525.4449999999999
12851,97,1,135.18,109,43,135.18
12852,295,1,311.55,149,17,311.55
12853,135,6,1957.1000000000001,800,66,326.18333333333334
12854,79,3,1324.5,627,95,441.5
12855,373,1,38.1,30,3,38.1
12856,8,6,2179.93,1079,155,363.32166666666666
12857,211,2,1106.4,343,37,553.2
12863,52,1,521.2,188,5,521.2
12864,138,1,147.12,216,3,147.12
12865,26,2,1568.23,925,86,784.115
12866,283,1,559.12,171,26,559.12
12867,26,7,4036.82,4298,240,576.6885714285714
12868,186,6,1607.0600000000002,928,72,267.84333333333336
12871,84,2,380.64,200,8,190.32
12872,327,2,599.97,319,58,299.985
12873,282,1,374.0,128,4,374.0
12875,143,2,343.2300000000001,2019,1,171.61500000000004
12876,58,2,2218.02,1941,67,1109.01
12877,4,12,1535.77,1178,100,127.98083333333334
12878,236,2,854.99,547,38,427.495
12879,45,3,573.22,370,7,191.07333333333335
12881,276,1,298.0,21,7,298.0
12882,9,2,1463.04,246,12,731.52
12883,25,4,703.47,196,39,175.8675
12884,88,1,309.05,43,7,309.05
12885,63,3,1175.22,655,66,391.74
12886,68,2,1378.4,770,75,689.2
12888,214,2,354.12,76,4,177.06
12890,24,1,380.46999999999997,259,78,380.46999999999997
12891,186,3,331.0,950,2,110.33333333333333
12893,31,1,188.14,96,27,188.14
12895,42,2,372.8,210,22,186.4
12897,205,2,216.5,110,3,108.25
12901,9,28,17654.54,23075,30,630.5192857142857
12902,265,1,138.68,66,10,138.68
12904,18,2,509.58,302,59,254.79
12906,12,5,2919.81,1749,55,583.962
12908,176,2,750.0,1200,1,375.0
12909,40,5,2178.67,1280,78,435.73400000000004
12910,23,8,3075.04,1692,48,384.38
12912,3,5,1662.3,670,17,332.46
12913,5,5,2483.63,1419,37,496.726
12915,149,2,363.65,93,19,181.825
12916,139,4,3006.15,1119,53,751.5375
12917,128,1,594.0,120,2,594.0
12919,8,6,1335.19,673,34,222.53166666666667
12920,17,1,164.23,129,27,164.23
12921,9,37,16587.09,9526,233,448.29972972972973
12922,161,1,405.38,370,28,405.38
12923,64,1,176.97,69,28,176.97
12924,88,4,933.7,481,22,233.425
12925,5,2,694.05,541,42,347.025
12928,35,5,2062.7000000000003,1472,59,412.5400000000001
12929,312,1,117.85,37,8,117.85
12930,78,2,415.8,252,20,207.9
12931,22,15,42055.96,28004,28,2803.730666666667
12933,24,3,607.53,499,102,202.51
12935,2,7,2160.7,1853,80,308.6714285714285
12936,17,4,1063.9,559,56,265.975
12937,15,4,1504.27,1007,81,376.0675
12938,26,1,114.14,140,9,114.14
12939,64,8,11581.8,4876,21,1447.725
12940,55,2,913.54,411,87,456.77
12942,131,3,683.9,203,68,227.96666666666667
12944,36,2,604.51,289,29,302.255
12945,288,1,462.95,165,23,462.95
12947,144,6,1603.99,1165,83,267.33166666666665
12948,16,7,2064.95,1080,82,294.99285714285713
12949,31,8,4167.22,2381,166,520.9025
12950,2,3,1843.0,1380,13,614.3333333333334
12951,9,6,1064.07,503,53,177.345
12952,6,4,1387.79,653,64,346.9475
12953,10,1,329.85,84,17,329.85
12955,1,11,4757.16,3664,81,432.4690909090909
12956,306,1,108.07,34,19,108.07
12957,10,8,4017.54,2549,208,502.1925
12962,7,2,266.39,129,15,133.195
12963,8,8,1856.63,881,75,232.07875
12965,89,1,771.91,283,108,771.91
12966,10,1,160.18,75,10,160.18
12967,358,2,1660.9,438,19,830.45
12968,112,1,135.95,73,5,135.95
12970,7,4,452.24,310,116,113.06
12971,4,86,11189.91,9289,94,130.11523255813952
12974,198,1,144.8,24,8,144.8
12976,212,1,738.6,561,22,738.6
12977,156,1,39.239999999999995,12,9,39.239999999999995
12980,158,9,7374.900000000001,886,6,819.4333333333334
12981,30,2,372.21999999999997,242,12,186.10999999999999
12982,243,1,390.54,288,28,390.54
12984,19,1,97.5,26,4,97.5
12985,1,2,1239.38,1533,73,619.69
12987,74,2,558.7,219,27,279.35
12988,292,1,535.32,136,75,535.32
12989,3,15,6924.110000000001,2943,41,461.6073333333334
12990,31,3,409.5,200,8,136.5
12991,23,2,503.76,405,31,251.88
12993,23,4,414.76,240,26,103.69
12994,4,3,974.4200000000001,459,52,324.8066666666667
12995,85,1,211.32,108,3,211.32
12997,22,4,1226.89,664,45,306.7225
12999,196,3,455.88,342,25,151.96
13000,107,3,534.85,379,30,178.28333333333333
13001,4,13,9818.82,5505,166,755.2938461538462
13002,318,1,120.94999999999999,73,7,120.94999999999999
13003,106,3,149.05,103,4,49.68333333333334
13004,12,18,5655.91,4822,277,314.21722222222223
13005,174,2,513.7,172,21,256.85
13006,56,1,81.57,55,4,81.57
13008,323,1,229.46999999999997,175,14,229.46999999999997
13011,372,1,50.550000000000004,13,3,50.550000000000004
13012,9,8,1661.8400000000001,824,67,207.73000000000002
13013,1,13,4810.9400000000005,2224,155,370.07230769230773
13014,11,10,3466.2799999999997,905,67,346.628
13015,53,5,3346.28,1617,156,669.2560000000001
13016,73,3,789.89,527,39,263.2966666666667
13017,7,1,204.0,48,1,204.0
13018,16,28,7277.7,5435,313,259.91785714285714
13021,4,9,2616.38,1352,101,290.7088888888889
13023,64,2,689.9,286,36,344.95
13026,1,5,975.36,1620,32,195.072
13027,114,6,6912.0,17280,6,1152.0
13028,23,2,661.3199999999999,798,40,330.65999999999997
13029,31,3,1247.5,134,8,415.8333333333333
13030,11,2,799.48,394,76,399.74
13032,52,2,1010.18,375,55,505.09
13033,357,1,190.55,83,11,190.55
13034,55,2,642.77,369,37,321.385
13035,74,2,921.88,644,23,460.94
13037,138,3,881.07,431,44,293.69
13038,80,3,908.46,360,24,302.82
13040,9,2,676.99,355,38,338.495
13043,273,1,516.42,254,13,516.42
13044,291,1,560.47,429,33,560.47
13045,99,1,305.28000000000003,221,18,305.28000000000003
13046,31,2,629.31,264,33,314.655
13047,32,10,3237.54,1391,106,323.754
13048,14,4,1835.91,1238,77,458.9775
13049,64,2,656.6800000000001,268,14,328.34000000000003
13050,15,17,5836.86,3748,246,343.3447058823529
13052,212,1,348.15000000000003,222,18,348.15000000000003
13055,78,3,1214.41,894,74,404.80333333333334
13058,25,3,271.40000000000003,52,5,90.46666666666668
13059,250,1,183.4,35,8,183.4
13060,254,1,307.53,123,15,307.53
13061,72,1,248.61,107,10,248.61
13062,191,1,346.98,343,11,346.98
13064,13,4,1119.49,516,51,279.8725
13065,373,1,205.86,74,14,205.86
13066,24,2,470.8,322,48,235.4
13067,82,1,115.46000000000001,32,14,115.46000000000001
13068,10,2,344.0,200,1,172.0
13069,1,24,4436.12,5885,281,184.83833333333334
13070,192,1,228.8,110,9,228.8
13072,267,1,177.15,69,7,177.15
13075,130,1,919.61,485,22,919.61
13077,1,4,729.27,863,99,182.3175
13078,3,26,12627.94,5630,95,485.69
13079,4,5,220.10000000000002,62,2,44.02
13080,179,1,58.08,120,6,58.08
13081,12,11,28337.38,19068,503,2576.1254545454544
13082,126,9,3613.63,4324,63,401.51444444444445
13083,4,2,303.75,187,15,151.875
13085,158,2,416.08000000000004,216,17,208.04000000000002
13089,3,97,58825.83,31070,636,606.4518556701031
13090,9,14,8910.82,2263,98,636.4871428571429
13091,28,1,345.82,466,21,345.82
13092,71,5,477.83,279,19,95.566
13093,276,8,7832.47,3961,97,979.05875
13094,21,12,1927.3200000000002,1716,4,160.61
13095,71,1,74.39999999999999,144,6,74.39999999999999
13097,33,10,6010.42,2363,214,601.042
13098,1,28,28882.44,15968,156,1031.5157142857142
13099,99,1,207.35999999999999,288,1,207.35999999999999
13101,234,1,101.19,113,8,101.19
13102,1,24,6424.09,4204,140,267.67041666666665
13103,40,1,243.94,82,8,243.94
13104,3,6,1098.48,504,14,183.08
13106,133,1,76.5,18,1,76.5
13107,44,4,1531.6200000000001,1293,54,382.90500000000003
13108,373,1,350.06,298,10,350.06
13109,60,2,786.54,520,41,393.27
13110,31,7,1488.67,388,109,212.66714285714286
13113,1,24,12245.960000000001,3045,95,510.2483333333334
13115,12,4,2294.78,1567,88,573.695
13116,138,1,501.14,291,30,501.14
13117,22,8,984.91,945,66,123.11375
13118,20,5,1197.81,410,68,239.56199999999998
13120,239,1,30.599999999999998,12,1,30.599999999999998
13121,269,1,283.73,252,50,283.73
13122,94,2,922.39,585,54,461.195
13124,90,3,3866.33,2147,185,1288.7766666666666
13126,5,8,2099.64,2143,124,262.455
13127,78,1,259.17,127,15,259.17
13130,94,1,64.0,32,2,64.0
13131,23,3,1073.3,447,30,357.76666666666665
13132,262,1,77.3,20,3,77.3
13133,274,2,109.8,32,7,54.9
13134,86,4,1793.58,1059,94,448.395
13135,197,1,3096.0,4300,1,3096.0
13136,56,5,2607.61,1328,94,521.522
13137,11,8,3650.41,2226,345,456.30125
13138,22,6,962.39,473,31,160.39833333333334
13139,16,7,5064.94,2425,132,723.5628571428571
13140,108,3,423.72,186,40,141.24
13141,85,5,2388.75,1548,113,477.75
13142,19,1,307.09,258,23,307.09
13144,333,1,110.95,21,3,110.95
13145,40,4,618.52,145,5,154.63
13146,26,1,228.91,154,16,228.91
13147,10,4,712.8000000000001,144,1,178.20000000000002
13148,29,12,3707.12,1975,231,308.9266666666667
13149,14,4,1676.06,1280,76,419.015
13151,296,1,1257.8700000000001,363,73,1257.8700000000001
13153,6,1,486.22,418,15,486.22
13155,33,4,971.76,497,67,242.94
13157,49,4,1741.22,1439,69,435.305
13158,95,4,1201.06,784,59,300.265
13159,9,4,1437.85,1059,114,359.4625
13160,22,1,91.8,56,4,91.8
13161,313,1,112.75,29,8,112.75
13162,122,4,1688.29,1713,74,422.0725
13165,46,2,1021.48,1376,40,510.74
13166,283,1,417.2,216,39,417.2
13167,19,4,791.33,785,51,197.8325
13168,36,4,1319.19,682,102,329.7975
13169,64,2,712.88,272,11,356.44
13170,27,1,116.00999999999999,147,29,116.00999999999999
13171,22,3,468.41,229,37,156.13666666666668
13173,4,2,353.65,277,41,176.825
13174,16,3,2817.03,1395,228,939.0100000000001
13176,46,1,492.84,453,66,492.84
13177,65,1,282.45,91,17,282.45
13178,26,11,5725.47,3570,95,520.4972727272727
13182,45,1,121.18,201,11,121.18
13183,8,9,3957.78,2208,51,439.75333333333333
13184,15,10,1701.29,1692,138,170.129
13185,268,1,71.4,12,1,71.4
13186,40,3,1575.89,820,69,525.2966666666667
13187,337,1,236.02,95,37,236.02
13188,11,1,114.60000000000001,25,2,114.60000000000001
13189,19,2,260.68,842,29,130.34
13192,95,2,911.94,595,57,455.97
