CustomerID,Recency,Frequency,Monetary,Total_Quantity,Unique_Products,Avg_Order_Value,Cluster,PCA1,PCA2,Segment
12394,64,2,1272.48,819,26,636.24,0,0.41561177718796566,1.2952076134204547,VIP Customers
12395,19,12,3018.63,2118,91,251.5525,1,2.199549001282428,-0.7425044087675071,Loyal Customers
12397,36,2,2409.9,1263,110,1204.95,1,1.5814678407062508,1.6490669792927977,Loyal Customers
12398,46,1,1635.6599999999999,1394,85,1635.6599999999999,1,1.167615757615765,2.2667957516487,Loyal Customers
12399,119,4,1108.65,1178,47,277.1625,1,0.41197094436326004,0.40273627503454457,Loyal Customers
12401,303,1,84.3,11,5,84.3,0,-3.68711420417699,-0.7197594802690052,VIP Customers
12402,323,1,225.6,94,11,225.6,0,-2.1591268677725406,0.6209121781629069,VIP Customers
12403,50,1,427.7,96,5,427.7,0,-1.2172616402728298,0.6875445044935697,VIP Customers
12405,149,1,1710.39,857,54,1710.39,1,0.6212072754891925,2.7587432623319716,Loyal Customers
12406,22,2,3415.3,1818,92,1707.65,1,2.0281215191637854,1.9552170217725804,Loyal Customers
12407,50,5,1708.1200000000001,1416,57,341.624,1,1.097895599613736,0.2599652866985123,Loyal Customers
12408,33,5,2888.55,1409,81,577.71,1,1.7219456839997975,0.6430935089115067,Loyal Customers
12409,79,3,11072.67,5551,91,3690.89,1,3.083128717727214,3.307457836955386,Loyal Customers
12410,309,2,693.3299999999999,211,26,346.66499999999996,0,-0.925102018584346,1.0253071821231312,VIP Customers
12412,75,3,1226.88,829,43,408.96000000000004,1,0.44060401937387544,0.7209225856167486,Loyal Customers
12413,67,3,758.1,286,29,252.70000000000002,0,-0.3547783049409144,0.055732430836804035,VIP Customers
12414,217,3,562.41,300,16,187.47,0,-0.9148787458385107,0.17984716737450235,VIP Customers
12415,24,21,124914.53,77374,444,5948.310952380953,1,8.045185737472364,2.223660747422251,Loyal Customers
12417,3,9,3649.1,1552,158,405.4555555555555,1,2.8712473197885022,-0.8933495156951488,Loyal Customers
12418,113,1,668.58,407,34,668.58,0,-0.420187862572503,1.5696553881709365,VIP Customers
12420,64,1,600.39,345,29,600.39,0,-0.4517214650318139,1.239667356905556,VIP Customers
12421,16,4,807.04,484,32,201.76,0,0.24825686364700875,-0.7221079546470405,VIP Customers
12422,96,3,803.5600000000001,370,39,267.85333333333335,0,-0.25984341656818766,0.25341943275158657,VIP Customers
12423,1,8,1859.31,1339,97,232.41375,1,2.159634882258812,-1.5943257626622216,Loyal Customers
12424,163,2,1760.96,740,30,880.48,0,0.43813827227318153,1.9733499669707575,VIP Customers
12425,78,1,777.2,496,36,777.2,0,-0.1325107514376867,1.623560656895139,VIP Customers
12426,195,1,582.73,258,30,582.73,0,-0.8380907782455324,1.569802232927957,VIP Customers
12427,22,3,825.8,533,26,275.26666666666665,0,0.17944716072384997,-0.16257509797270916,VIP Customers
12428,26,9,7956.46,3536,258,884.0511111111111,1,3.7633507450223016,0.5162282973498997,Loyal Customers
12429,9,4,3750.4,1557,82,937.6,1,2.243139502492043,0.8179060817322491,Loyal Customers
12430,43,1,256.4,117,11,256.4,0,-1.5005687169296813,0.067344036400916,VIP Customers
12431,36,15,6487.45,2906,163,432.49666666666667,1,3.1313335312310935,-0.13301932751914333,Loyal Customers
12432,43,5,5059.32,1801,107,1011.8639999999999,1,2.3118674916260464,1.3290908504511791,Loyal Customers
12433,1,7,13375.87,11071,219,1910.8385714285716,1,5.003646265608028,0.7496841742707333,Loyal Customers
12434,85,2,806.14,394,46,403.07,0,-0.19097609059573598,0.7515631636634857,VIP Customers
12435,80,2,7829.89,2055,31,3914.945,1,2.1782135084513774,3.509025463863735,Loyal Customers
12436,100,1,509.01,211,16,509.01,0,-0.9188897248128258,1.1906112857355895,VIP Customers
12437,2,18,4951.41,2922,118,275.0783333333333,1,3.357590260874839,-1.5003452792392538,Loyal Customers
12438,14,2,2906.85,1180,84,1453.425,1,1.814195420701665,1.590723865743007,Loyal Customers
12441,367,1,173.55,121,11,173.55,0,-2.3133994542100376,0.40146451762576363,VIP Customers
12442,3,1,172.06,182,12,172.06,0,-1.0884247286495705,-1.198818212807377,VIP Customers
12444,21,5,5005.46,1153,138,1001.092,1,2.446762844064173,0.9391869711216847,Loyal Customers
12445,22,1,133.4,62,4,133.4,0,-2.121675581334516,-0.9515472786985557,VIP Customers
12446,58,1,1002.3100000000001,351,57,1002.3100000000001,0,0.11286504309360815,1.7128100789956426,VIP Customers
12447,243,1,476.49,190,26,476.49,0,-1.177516411700638,1.3985270774741443,VIP Customers
12448,44,1,449.45,243,22,449.45,0,-0.7502946928957818,0.7596666083119514,VIP Customers
12449,22,4,4067.29,1553,118,1016.8225,1,2.263054469534837,1.1201299056059604,Loyal Customers
12450,156,2,197.88,128,7,98.94,0,-2.029444944561863,-0.6325082570619203,VIP Customers
12451,11,5,9035.52,6575,265,1807.104,1,4.228087835387967,1.2642962639608877,Loyal Customers
12452,17,2,430.57,185,21,215.285,0,-0.6942862656100451,-0.5396140225966645,VIP Customers
12453,134,1,707.09,473,43,707.09,0,-0.3240966493191949,1.6881659584545197,VIP Customers
12454,56,1,3528.34,1006,15,3528.34,1,1.3281214643039778,3.3387209710931693,Loyal Customers
12455,73,6,2466.86,2089,85,411.1433333333334,1,1.5852198392576502,0.5214579701428069,Loyal Customers
12456,44,3,3181.04,1633,105,1060.3466666666666,1,1.8422095879352904,1.524055233991852,Loyal Customers
12457,66,7,2363.23,843,53,337.6042857142857,1,1.1394090524284481,0.19357948484954854,Loyal Customers
12458,71,2,947.4,506,35,473.7,0,0.022464481067228818,0.9241822551023072,VIP Customers
12461,94,2,826.88,287,35,413.44,0,-0.3525293591090941,0.8078174972697186,VIP Customers
12462,19,2,1189.59,536,51,594.795,1,0.6031994479218864,0.6836871880551115,Loyal Customers
12463,53,4,1344.78,776,65,336.195,1,0.6910163285119391,0.23901827958291838,Loyal Customers
12464,10,8,1212.05,112,6,151.50625,0,0.14529278848382474,-1.5097553065012155,VIP Customers
12465,17,2,742.1899999999999,479,46,371.09499999999997,0,0.18596116819855601,0.11564599967055153,VIP Customers
12468,188,2,729.5400000000001,366,36,364.77000000000004,0,-0.5295820167145567,0.9406095310934304,VIP Customers
12471,2,30,19824.05,8212,150,660.8016666666666,1,5.079865600503777,-0.6639800473053215,Loyal Customers
12472,32,7,6572.11,4148,219,938.8728571428571,1,3.410887050997503,0.8529092344928498,Loyal Customers
12473,29,5,3938.5499999999997,2439,140,787.7099999999999,1,2.449499450542086,0.861217482122894,Loyal Customers
12474,17,18,7375.79,4847,253,409.7661111111111,1,4.008870046203927,-0.6847446023916843,Loyal Customers
12475,54,1,723.38,535,36,723.38,0,-0.07715986336116273,1.4205916500609868,VIP Customers
12476,16,11,6816.42,2408,177,619.6745454545454,1,3.2981840371671387,0.04088464890024281,Loyal Customers
12477,23,6,13219.74,3653,191,2203.29,1,3.8673326883591006,1.8006736931191365,Loyal Customers
12478,4,1,680.99,236,36,680.99,0,0.16327127915669487,0.3943179757949783,VIP Customers
12479,11,1,527.2,385,31,527.2,0,-0.10434637745949749,0.4905424629037572,VIP Customers
12480,28,4,3281.63,1707,129,820.4075,1,2.1141510788606506,0.9458757567218463,Loyal Customers
12481,23,10,5596.32,3304,150,559.632,1,3.034625071040908,0.18599248371423666,Loyal Customers
12483,17,8,2484.98,1110,46,310.6225,1,1.5813377800173183,-0.36925424028718795,Loyal Customers
12484,33,6,4541.72,2191,256,756.9533333333334,1,3.019164382251204,0.5057660833163198,Loyal Customers
12488,10,3,1298.66,529,46,432.8866666666667,1,0.8061134276729559,0.028340522138438348,Loyal Customers
12489,336,1,334.93,105,15,334.93,0,-1.79389211166263,1.0805394343618238,VIP Customers
12490,5,10,5417.93,3064,131,541.793,1,3.232874258175891,-0.31250385890487103,Loyal Customers
12491,39,1,460.40000000000003,260,25,460.40000000000003,0,-0.666012773083783,0.7442575129974284,VIP Customers
12492,63,2,263.21000000000004,192,19,131.60500000000002,0,-1.391398343388216,-0.6228161220067677,VIP Customers
12493,166,2,433.74,207,20,216.87,0,-1.1881551339060321,0.2885999287370085,VIP Customers
12494,16,7,1246.1000000000001,707,63,178.01428571428573,1,0.9327168471787634,-1.064185523301565,Loyal Customers
12497,82,1,1043.1,1236,14,1043.1,0,0.3189136332781065,2.1297047655393984,VIP Customers
12498,21,3,403.70000000000005,159,21,134.5666666666667,0,-0.8320317969990287,-1.1034601334880085,VIP Customers
12500,23,11,4257.82,2678,34,387.07454545454544,1,2.2558894692083804,0.004940425422705803,Loyal Customers
12501,337,1,2169.39,1783,149,2169.39,1,1.2847007491968494,3.1656430874155017,Loyal Customers
12502,96,5,3723.87,820,102,744.774,1,1.5766593299013394,1.194071279540597,Loyal Customers
12504,18,2,482.04999999999995,90,6,241.02499999999998,0,-0.9314514010155643,-0.4367583873190657,VIP Customers
12506,233,1,73.5,23,23,73.5,0,-3.4132971360413773,-0.933328656230845,VIP Customers
12507,134,3,1304.81,894,19,434.93666666666667,0,0.27559019010368846,1.065917415990607,VIP Customers
12508,26,2,398.27,272,57,199.135,0,-0.5648921403618298,-0.5268303515840167,VIP Customers
12509,284,1,176.5,55,7,176.5,0,-2.528857901629689,0.25015210033792823,VIP Customers
12510,143,2,982.5699999999999,353,29,491.28499999999997,0,-0.2662821959563824,1.190017172905879,VIP Customers
12512,66,2,138.03,99,31,69.015,0,-2.1001865838381417,-1.4293873847714702,VIP Customers
12513,113,1,612.29,462,35,612.29,0,-0.4426694732014865,1.4826115428215352,VIP Customers
12514,267,1,1017.68,440,51,1017.68,0,-0.184860773680568,2.3171180242353215,VIP Customers
12515,353,1,383.7,131,16,383.7,0,-1.6146046019510374,1.2730970901701222,VIP Customers
12516,78,2,1312.06,875,20,656.03,0,0.3909120003745781,1.4224901362307232,VIP Customers
12517,28,5,2502.84,1371,232,500.56800000000004,1,2.284933902748431,0.04559014031678233,Loyal Customers
12518,1,5,2056.89,1318,84,411.378,1,2.116739896472858,-0.7769938355293818,Loyal Customers
12519,64,1,340.84,183,17,340.84,0,-1.1826597331748498,0.5627143736019137,VIP Customers
12520,79,5,2634.26,1439,121,526.8520000000001,1,1.6216485097250863,0.7515328586860198,Loyal Customers
12521,143,1,599.68,309,38,599.68,0,-0.6433829130044183,1.4909567163074675,VIP Customers
12522,39,2,192.72,194,11,96.36,0,-1.5603009566260904,-1.119408096054111,VIP Customers
12523,19,11,1789.77,865,84,162.70636363636365,1,1.418223782320673,-1.284394677574413,Loyal Customers
12524,9,8,4485.72,3699,113,560.715,1,2.9109534150703973,0.050336025624300035,Loyal Customers
12526,1,3,1316.66,632,64,438.8866666666667,1,1.3662749033002934,-0.5969724437639831,Loyal Customers
12527,82,3,348.71000000000004,234,18,116.23666666666668,0,-1.1468249200287284,-0.7364573042135889,VIP Customers
12528,9,6,1933.48,756,50,322.24666666666667,1,1.3615489938446008,-0.5025349871987328,Loyal Customers
12530,60,4,1662.28,913,51,415.57,1,0.8298754075583997,0.5741477509469866,Loyal Customers
12531,15,1,125.22,45,17,125.22,0,-2.1397773410135543,-1.2211503009061315,VIP Customers
12532,30,1,349.83000000000004,153,16,349.83000000000004,0,-1.050650519276587,0.30682268195977846,VIP Customers
12534,131,1,1089.18,651,63,1089.18,0,0.22894164619079194,2.1517598731317884,VIP Customers
12535,92,2,716.35,219,28,358.175,0,-0.588092288269196,0.6261288658503851,VIP Customers
12536,43,3,12601.830000000002,2803,260,4200.610000000001,1,3.819714197199264,2.739211201998326,Loyal Customers
12538,29,1,363.95,191,21,363.95,0,-0.9119047641995115,0.3517871055931521,VIP Customers
12539,22,4,5568.35,2067,157,1392.0875,1,2.785663451303398,1.4084330667211942,Loyal Customers
12540,20,17,13400.24,6685,277,788.2494117647059,1,4.660660123568685,0.10270370647986726,Loyal Customers
12541,30,3,981.18,680,46,327.06,1,0.4186251094663171,0.11629906842371256,Loyal Customers
12544,36,1,372.7,136,19,372.7,0,-1.0700625733367723,0.42115809864972004,VIP Customers
12545,75,2,1000.39,523,42,500.195,0,0.09523609608443435,0.991129968894379,VIP Customers
12546,47,2,1161.5,633,59,580.75,1,0.466430307981184,0.9719739159719376,Loyal Customers
12547,198,2,207.79999999999998,134,7,103.89999999999999,0,-2.0310578449067176,-0.4871900138718179,VIP Customers
12548,166,1,95.19999999999999,49,5,95.19999999999999,0,-2.9452516138203895,-0.6400211634565565,VIP Customers
12550,79,1,964.83,569,57,964.83,0,0.17801848554813487,1.8343253797986205,VIP Customers
12551,358,1,168.0,100,10,168.0,0,-2.404211909418926,0.3373546252560488,VIP Customers
12552,39,2,437.82,88,20,218.91,0,-1.1353591210175733,-0.312983209664983,VIP Customers
12553,8,10,3692.28,1965,95,369.228,1,2.5143976292815493,-0.5570578161089027,Loyal Customers
12556,50,2,603.71,358,100,301.855,0,-0.10027606969057838,0.09304537266422985,VIP Customers
12557,16,5,11990.960000000001,4384,15,2398.192,1,3.154742672096723,2.285177738393458,Loyal Customers
12558,8,1,269.96,196,11,269.96,0,-0.8982536701588382,-0.3905292045333801,VIP Customers
12559,311,2,561.71,283,21,280.855,0,-1.015774316996763,0.8368653411115944,VIP Customers
12560,5,3,2134.01,1110,91,711.3366666666667,1,1.8070126714542514,0.3386606538560274,Loyal Customers
12561,303,1,238.85,177,16,238.85,0,-1.8559800128794917,0.7201662846796064,VIP Customers
12562,8,7,3781.7400000000002,1779,99,540.2485714285715,1,2.461598615067375,-0.03426405387997746,Loyal Customers
12564,261,1,456.9,133,21,456.9,0,-1.374417533540262,1.3496012860078803,VIP Customers
12565,289,1,145.92,80,9,145.92,0,-2.5481438122969027,0.08030263811768751,VIP Customers
12566,86,1,351.65,265,19,351.65,0,-1.0895013040490291,0.7396481249089172,VIP Customers
12567,23,10,9401.28,4305,323,940.128,1,4.292573998030064,0.36808036592235216,Loyal Customers
12569,2,32,4124.69,1801,92,128.8965625,1,3.0415015102979455,-2.5472097791805943,Loyal Customers
12571,40,2,519.61,523,31,259.805,0,-0.33364857936287634,0.06036235410368182,VIP Customers
12572,9,2,1020.42,452,53,510.21,1,0.5943989384930672,0.23676791518326978,Loyal Customers
12573,227,1,160.54000000000002,84,26,160.54000000000002,0,-2.323409811595098,0.06324375809568338,VIP Customers
12574,316,1,218.45,61,11,218.45,0,-2.3295653884282435,0.5288383889056383,VIP Customers
12576,36,5,1315.83,967,72,263.166,1,0.8948665147987417,-0.22901044379612864,Loyal Customers
12577,35,3,657.8,472,137,219.26666666666665,0,0.3236690908300485,-0.5457015383824649,VIP Customers
12578,21,2,2794.51,1196,111,1397.255,1,1.8113630104329896,1.6190859745039694,Loyal Customers
12579,78,1,440.42,285,29,440.42,0,-0.815922888012575,0.9407067579083852,VIP Customers
12580,247,1,415.7,238,24,415.7,0,-1.2217261989851222,1.2814238478745064,VIP Customers
12581,40,1,197.71,161,15,197.71,0,-1.5648992800884218,-0.22359891587834704,VIP Customers
12582,239,2,511.36,300,21,255.68,0,-1.0082829168761196,0.6433147821750316,VIP Customers
12583,3,15,7281.38,5060,115,485.42533333333336,1,3.7465016997217715,-0.6251768763334201,Loyal Customers
12584,4,9,2338.15,416,44,259.7944444444445,1,1.5053746970520865,-1.1766024368465664,Loyal Customers
12585,234,2,2040.1,1279,77,1020.05,1,0.8651151373114736,2.213331765982153,Loyal Customers
12586,17,1,196.94000000000003,79,11,196.94000000000003,0,-1.635195586410447,-0.5949906402834747,VIP Customers
12587,8,1,144.0,51,4,144.0,0,-1.9022668300481709,-1.2267823622433123,VIP Customers
12588,39,1,214.89999999999998,53,10,214.89999999999998,0,-1.8986786448349422,-0.25055529702429163,VIP Customers
12589,29,2,646.68,306,29,323.34,0,-0.27803702504835986,0.13757905502699808,VIP Customers
12590,211,2,9864.26,4283,68,4932.13,1,2.5512845661672023,4.10714815963689,Loyal Customers
12591,317,1,452.84999999999997,228,26,452.84999999999997,0,-1.2185864529821506,1.457555742695997,VIP Customers
12592,92,2,437.6,290,11,218.8,0,-0.9614581797289267,0.14726547188635014,VIP Customers
12593,109,3,418.09999999999997,206,14,139.36666666666665,0,-1.129892800402649,-0.4362882208478688,VIP Customers
12594,38,10,3338.2200000000003,1777,50,333.822,1,1.8517947358683902,-0.039667527747984495,Loyal Customers
12596,51,2,618.27,474,25,309.135,0,-0.31049595671152164,0.34508323955852976,VIP Customers
12597,19,4,3811.22,2236,184,952.805,1,2.656023153227565,0.873273941947593,Loyal Customers
12598,10,8,3023.08,1964,84,377.885,1,2.2218167249652194,-0.35754197026840034,Loyal Customers
12599,29,7,1032.58,956,32,147.51142857142855,1,0.6168269186655111,-0.9581437147864815,Loyal Customers
12600,29,10,2599.04,774,32,259.904,1,1.3435222627231718,-0.4640516898841244,Loyal Customers
12601,190,5,577.0600000000001,245,21,115.412,0,-0.8648287661923898,-0.5860016045292105,VIP Customers
12602,59,1,153.12,162,12,153.12,0,-1.872959764526987,-0.36378952456964003,VIP Customers
12603,22,1,739.1999999999999,63,2,739.1999999999999,0,-0.742376351098036,0.9749599182835393,VIP Customers
12604,79,2,254.18,201,15,127.09,0,-1.474321514274974,-0.5660902827686569,VIP Customers
12607,60,1,1579.51,1228,101,1579.51,1,1.1012180919845869,2.2676055708647844,Loyal Customers
12609,78,3,1126.85,648,57,375.6166666666666,0,0.33652483449852777,0.5768504800022181,VIP Customers
12610,23,5,2099.54,1049,85,419.908,1,1.461181490451816,0.11571762824836966,Loyal Customers
12611,52,1,1193.32,846,65,1193.32,1,0.6223014590570092,1.9492188954895224,Loyal Customers
12612,74,1,704.0400000000001,262,19,704.0400000000001,0,-0.49652207926430053,1.4642753219860676,VIP Customers
12613,57,5,3344.38,1644,124,668.876,1,1.951644849870478,0.9110315060547439,Loyal Customers
12614,278,1,315.6,76,20,315.6,0,-1.8871683932826375,0.8971304521653376,VIP Customers
12615,2,4,2291.19,1376,82,572.7975,1,2.089868525510537,-0.18485726238889602,Loyal Customers
12616,95,2,713.3,284,25,356.65,0,-0.521275128783954,0.6694613374960698,VIP Customers
12617,29,1,355.53,213,39,355.53,0,-0.8152321999167383,0.2929364400071049,VIP Customers
12618,22,1,177.31,96,11,177.31,0,-1.7110627128141183,-0.6022196606602285,VIP Customers
12619,16,9,3641.24,3378,50,404.5822222222222,1,2.3297247329509836,-0.01644029886343285,Loyal Customers
12620,15,3,1339.41,1181,89,446.47,1,1.2077563134451514,0.18178071653535352,Loyal Customers
12621,2,20,13689.67,7440,261,684.4835,1,5.1442145693912575,-0.7650004719329752,Loyal Customers
12622,232,1,180.1,69,11,180.1,0,-2.3687257102976593,0.21515057988933053,VIP Customers
12623,276,1,305.1,191,18,305.1,0,-1.6008585876748735,0.9645554656197789,VIP Customers
12624,106,2,641.13,355,36,320.565,0,-0.5081385070131773,0.5866506346332526,VIP Customers
12625,212,2,2683.82,1612,73,1341.91,1,1.1746621219368045,2.522178113053382,Loyal Customers
12626,23,9,6620.48,3453,232,735.6088888888888,1,3.5224696424525597,0.32911688129249184,Loyal Customers
12627,11,7,4478.53,2752,162,639.79,1,2.953767272329119,0.1519911806155682,Loyal Customers
12628,4,3,786.46,448,34,262.15333333333336,1,0.479937857382653,-0.8081810030551193,Loyal Customers
12630,10,2,1270.88,548,60,635.44,1,0.8467108327305694,0.5220210452510095,Loyal Customers
12631,57,1,640.5,236,31,640.5,0,-0.49617808722534057,1.223514760057554,VIP Customers
12633,59,4,2163.98,1162,73,540.995,1,1.22654748642499,0.8367833595114225,Loyal Customers
12635,90,2,1689.18,1172,96,844.59,1,0.9912372749991618,1.6012065879091835,Loyal Customers
12637,67,8,6021.9,3002,205,752.7375,1,3.0122898201567465,0.8213270463573369,Loyal Customers
12638,33,1,671.69,577,39,671.69,0,0.017690349605482863,1.1645348991296758,VIP Customers
12639,239,1,486.1,201,22,486.1,0,-1.1549893609075395,1.4312467964522502,VIP Customers
12640,24,3,1174.58,311,47,391.52666666666664,0,0.34624239392343226,0.15001728162133335,VIP Customers
12641,115,1,185.9,72,10,185.9,0,-2.165358662415008,0.005834583529278206,VIP Customers
12642,25,3,1013.26,552,39,337.75333333333333,1,0.38367012961200986,0.08280415570140134,Loyal Customers
12643,128,6,3344.64,1808,11,557.4399999999999,1,1.328781289009137,1.2321182228783398,Loyal Customers
12644,130,1,477.91,325,31,477.91,0,-0.8167332352756989,1.2249496993795301,VIP Customers
12645,34,4,1775.18,1084,58,443.795,1,1.1066996268724032,0.4491106377039983,Loyal Customers
12646,5,2,1346.97,897,43,673.485,1,1.138660947472565,0.46613642456618865,Loyal Customers
12647,22,12,3722.82,1431,78,310.235,1,2.142094866359749,-0.46862155266126376,Loyal Customers
12648,155,1,318.05,160,21,318.05,0,-1.478318829259778,0.7764003299736154,VIP Customers
12649,107,3,623.51,586,28,207.83666666666667,0,-0.3770151956047075,0.08699086113855357,VIP Customers
12650,3,1,314.44,254,20,314.44,0,-0.4511531195966944,-0.50582718650782,VIP Customers
12651,335,1,114.0,78,9,114.0,0,-2.790733139919378,-0.14494872251955063,VIP Customers
12652,331,1,919.98,505,48,919.98,0,-0.2826467947811783,2.304012959652285,VIP Customers
12653,149,2,2209.85,919,37,1104.925,1,0.7494529388842271,2.203328949288397,Loyal Customers
12654,11,5,601.98,264,31,120.396,0,-0.09732003552081395,-1.5552286017119694,VIP Customers
12656,17,5,4051.17,1723,89,810.234,1,2.2534193538758696,0.7961475848146112,Loyal Customers
12657,11,4,1643.18,1044,35,410.795,1,1.1888817179308677,0.028596648524425266,Loyal Customers
12658,19,1,686.05,320,36,686.05,0,-0.05706758260414745,0.937742700280436,VIP Customers
12659,30,1,91.68,105,5,91.68,0,-2.3076403227051,-1.2057424613457983,VIP Customers
12660,11,1,245.1,127,13,245.1,0,-1.1879234400283807,-0.4484493356572587,VIP Customers
12662,1,11,3849.78,2058,129,349.98,1,3.0876924038614977,-1.2722042717922644,Loyal Customers
12664,8,9,4881.88,1203,10,542.4311111111111,1,2.185373508766488,0.06631891161165691,Loyal Customers
12665,325,1,63.0,37,3,63.0,0,-3.540917423443969,-0.8828663914495294,VIP Customers
12667,58,1,620.13,395,33,620.13,0,-0.33772673874871184,1.2462704202334451,VIP Customers
12668,12,4,3807.15,1634,115,951.7875,1,2.3513858856116383,0.8528674111612694,Loyal Customers
12669,151,3,2744.0299999999997,1115,98,914.6766666666666,1,1.2664741566048747,1.7721866795054566,Loyal Customers
12670,10,5,2996.05,1397,58,599.21,1,1.9203252630966376,0.33269874213131934,Loyal Customers
12672,330,1,225.89999999999998,78,10,225.89999999999998,0,-2.232191058229569,0.6118240905350705,VIP Customers
12673,5,2,610.52,351,42,305.26,0,0.16574741720529945,-0.5254579537613604,VIP Customers
12674,39,4,1970.6,1133,52,492.65,1,1.148805577049033,0.6345642603411256,Loyal Customers
12676,25,6,1331.39,670,33,221.89833333333334,1,0.7150351286187975,-0.54696427840352,Loyal Customers
12678,42,12,17628.46,10923,105,1469.0383333333332,1,4.079838018678517,1.6665329659153076,Loyal Customers
12679,59,4,1113.02,554,43,278.255,0,0.2999859369409612,0.08171972959130085,VIP Customers
12680,1,4,862.81,443,33,215.7025,1,0.7892429825697682,-1.4329572179744208,Loyal Customers
12681,15,22,13787.54,7536,267,626.7063636363637,1,4.796802436347964,-0.30696002559242025,Loyal Customers
12682,4,31,12288.22,5575,209,396.3941935483871,1,4.695009835031109,-1.256006939660344,Loyal Customers
12683,4,15,8476.57,4987,177,565.1046666666666,1,4.0779117437802865,-0.5298154481512739,Loyal Customers
12684,8,7,2283.63,1985,61,326.23285714285714,1,1.9282020341589765,-0.4936826192711183,Loyal Customers
12685,28,6,2863.08,1523,117,477.18,1,1.9576417923573897,0.23497198399398364,Loyal Customers
12686,372,1,89.14,107,7,89.14,0,-2.9120869421928397,-0.34104478717782843,VIP Customers
12688,114,1,4873.8099999999995,3028,171,4873.8099999999995,1,2.479592148766087,3.691496632204272,Loyal Customers
12689,26,2,1247.61,628,57,623.805,1,0.6510193365252194,0.8485134882972143,Loyal Customers
